Despesas

Número do Empenho  ;Unidade Gestora  ;Credor do Empenho  ;Valor Empenhado  ;Valor Liquidado  ;Valor Total (Pago + RP Pago)  ;Detalhes Pagamentos ;Detalhes do Item de Material ;Data de Lançamento  ;Função  ;Subfunção  ;Programa  ;Ação  ;Subação  ;Modalidade do Empenho ;Modalidade de Licitação  ;Número do Processo Licitatório  ;Observação do Empenho  ;Tipo de Despesa  ;Despesa Gerencial  ;Fonte de Recurso  ;Categoria Econômica  ;Grupo de Despesa  ;Modalidade de Aplicação  ;Elemento da Despesa  ;Itens de Gastos na Liquidação  
"2020NE000010";"ASSEMBLEIA LEGISLATIVA";"29979036019321 - INSTITUTO NACIONAL DE SEGURO SOCIAL - INSS";"0";"0";"2376124.29";"";"";"2020-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4353 - GESTÃO DAS ATIVIDADES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - OUTRAS MEDIDAS";"ESTIMATIVO";"NÃO SE APLICA";"";"";"NORMAL";"3619 - PESSOAL E ENCARGOS SOCIAIS - PESSOAL E ENCARGOS SOCIAIS";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"1 - PESSOAL E ENCARGOS SOCIAIS";"90 - APLICAÇÕES DIRETA";"13 - OBRIGAÇÕES PATRONAIS";"";
"2020NE000063";"ASSEMBLEIA LEGISLATIVA";"29979036019321 - INSTITUTO NACIONAL DE SEGURO SOCIAL - INSS";"0";"0";"238676.17";"";"";"2020-01-02";"01 - LEGISLATIVA";"031 - AÇÃO LEGISLATIVA";"0095 - ATUAÇÃO PARLAMENTAR";"0673 - ASSESSORAMENTO ÀS ATIVIDADES LEGISLATIVAS";"0000 - OUTRAS MEDIDAS";"ESTIMATIVO";"NÃO SE APLICA";"";"";"NORMAL";"3619 - PESSOAL E ENCARGOS SOCIAIS - PESSOAL E ENCARGOS SOCIAIS";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"1 - PESSOAL E ENCARGOS SOCIAIS";"90 - APLICAÇÕES DIRETA";"13 - OBRIGAÇÕES PATRONAIS";"";
"2020NE000065";"ASSEMBLEIA LEGISLATIVA";"10530382000119 - FUNDO DE PREV. COMPL. DA ASSEMBLEIA LEGISLATIVA DE PE - ALEPEPREV";"0";"0";"2346.11";"";"";"2020-01-02";"01 - LEGISLATIVA";"846 - OUTROS ENCARGOS ESPECIAIS";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"3416 - CONTRIBUIÇÕES PATRONAIS AO FUNDO DE PREVIDÊNCIA COMPLEMENTAR DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO";"0000 - OUTRAS MEDIDAS";"ESTIMATIVO";"NÃO SE APLICA";"";"ART. 18, II, DA LEI 13.391, DE 27 DE DEZEMBRO DE 2007.";"NORMAL";"3619 - PESSOAL E ENCARGOS SOCIAIS - PESSOAL E ENCARGOS SOCIAIS";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"1 - PESSOAL E ENCARGOS SOCIAIS";"90 - APLICAÇÕES DIRETA";"13 - OBRIGAÇÕES PATRONAIS";"";
"2020NE000099";"ASSEMBLEIA LEGISLATIVA";"04206050000180 - TIM CELULAR S.A.";"0";"0";"152701.4";"";"";"2020-01-02";"01 - LEGISLATIVA";"722 - TELECOMUNICAÇÕES";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4456 - AÇÕES DE TELECOMUNICAÇÕES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - OUTRAS MEDIDAS";"ESTIMATIVO";"INEXIGIBILIDADE";"CONTRATO TIM";"REF. A UTILIZAÇÃO DE SERVIÇOS DE TELECOMUNICAÇÕES PELO GRUPO DEPUTADOS DESTE PODER NO EXERCÍCIO DE 2020.";"NORMAL";"3640 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2020NE000100";"ASSEMBLEIA LEGISLATIVA";"04206050000180 - TIM CELULAR S.A.";"0";"0";"73612.18";"";"";"2020-01-02";"01 - LEGISLATIVA";"722 - TELECOMUNICAÇÕES";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4456 - AÇÕES DE TELECOMUNICAÇÕES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - OUTRAS MEDIDAS";"ESTIMATIVO";"INEXIGIBILIDADE";"CONTRATO TIM";"VALOR ESTIMATIVO PARA SERVIÇOS DE TELEFONIA MÓVEL PRESTADOS AO GRUPO ADMINISTRATIVO NO EXERCÍCIO DE 2020.";"NORMAL";"3640 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2020NE000337";"ASSEMBLEIA LEGISLATIVA";"34028316002157 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS";"0";"0";"27226.63";"";"";"2020-02-11";"01 - LEGISLATIVA";"031 - AÇÃO LEGISLATIVA";"0095 - ATUAÇÃO PARLAMENTAR";"0673 - ASSESSORAMENTO ÀS ATIVIDADES LEGISLATIVAS";"0000 - OUTRAS MEDIDAS";"ESTIMATIVO";"INEXIGIBILIDADE";"PROCESSO N. 002/2018 - INEXIGIBILIDADE 001/2018";"2º T.A. AO CONTR. Nº 003/2018 DE PRESTAÇÃO DE SERVIÇOS E VENDA DE PRODUTOS, PRORROGANDO A VIGÊNCIA POR MAIS 12 MESES. INEXIGIBILIDADE Nº 001/2018; PROCESSO Nº 002/2018; VR. TOTAL: R$ 660.000,00";"NORMAL";"3640 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2020NE000352";"ASSEMBLEIA LEGISLATIVA";"40432544000147 - CLARO S.A";"0";"0";"127673.38";"";"";"2020-01-02";"01 - LEGISLATIVA";"722 - TELECOMUNICAÇÕES";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4456 - AÇÕES DE TELECOMUNICAÇÕES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - OUTRAS MEDIDAS";"ESTIMATIVO";"INEXIGIBILIDADE";"CONTRATO CLARO";"VALOR ESTIMATIVO PARA SERVIÇOS DE TELEFONIA MÓVEL PRESTADOS AO GRUPO DEPUTADOS NO EXERCÍCIO DE 2020.";"NORMAL";"3640 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2020NE000353";"ASSEMBLEIA LEGISLATIVA";"40432544000147 - CLARO S.A";"0";"0";"50067.36";"";"";"2020-01-02";"01 - LEGISLATIVA";"722 - TELECOMUNICAÇÕES";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4456 - AÇÕES DE TELECOMUNICAÇÕES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - OUTRAS MEDIDAS";"ESTIMATIVO";"INEXIGIBILIDADE";"CONTRATO CLARO";"VALOR ESTIMATIVO PARA SERVIÇOS DE TELEFONIA MÓVEL PRESTADOS AO GRUPO ADMINISTRATIVO NO EXERCÍCIO DE 2020.";"NORMAL";"3640 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2020NE000525";"ASSEMBLEIA LEGISLATIVA";"70220413000167 - UTILGRAFICA E EDITORA LTDA ME";"0";"0";"8170";"";"";"2020-03-10";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4353 - GESTÃO DAS ATIVIDADES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - OUTRAS MEDIDAS";"ESTIMATIVO";"PREGÃO  ELETRÔNICO";"PROC. 029/2016";"3º T.A. AO CONTRATO Nº 13/2017 REF. A PRESTAÇÃO DE SERVIÇOS GRÁFICOS, PRORROGANDO POR 12 MESES. PREG. ELET. Nº 029/2016, PROC. Nº 010/2016, LOTE I. VALOR TOTAL R$ 842.596,00.";"NORMAL";"3640 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"30 - MATERIAL DE CONSUMO";"";
"2020NE000526";"ASSEMBLEIA LEGISLATIVA";"09480880000115 - BRASLUSO TURISMO LTDA";"0";"0";"1256.99";"";"";"2020-01-30";"01 - LEGISLATIVA";"031 - AÇÃO LEGISLATIVA";"0095 - ATUAÇÃO PARLAMENTAR";"0673 - ASSESSORAMENTO ÀS ATIVIDADES LEGISLATIVAS";"0000 - OUTRAS MEDIDAS";"ESTIMATIVO";"PREGÃO  ELETRÔNICO";"ADESAO A ATA DE REGISTRO DE PRECOS N. 003/2019 - SAD - BRASLUSO - PASSAGENS AERE";"CONT. 05/20, REF. ARP Nº 03/19-SAD, P/ FORN DE PASSAGENS AÉREAS NACION E INTERN. PREG. ELET Nº 0172.2018.SAD, PROCESSO Nº 0264.2018.CCPLE-XII.PE.0172.SAD. PRAZO DE 12 MESES. VR. TL: R$1.578.502,13.";"NORMAL";"3640 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"33 - PASSAGENS E DESPESAS COM LOCOMOÇÃO";"";
