Despesas

Número do Empenho  ;Unidade Gestora  ;Credor do Empenho  ;Valor Empenhado  ;Valor Liquidado  ;Valor Total (Pago + RP Pago)  ;Detalhes Pagamentos ;Detalhes do Item de Material ;Data de Lançamento  ;Função  ;Subfunção  ;Programa  ;Ação  ;Subação  ;Modalidade do Empenho ;Modalidade de Licitação  ;Número do Processo Licitatório  ;Observação do Empenho  ;Tipo de Despesa  ;Despesa Gerencial  ;Fonte de Recurso  ;Categoria Econômica  ;Grupo de Despesa  ;Modalidade de Aplicação  ;Elemento da Despesa  ;Itens de Gastos na Liquidação  
"2017NE000004";"ASSEMBLEIA LEGISLATIVA";"29979036019321 - INSTITUTO NACIONAL DE SEGURO SOCIAL - INSS";"0";"0";"79607.02";"";"";"2017-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA";"0000 - ND";"ESTIMATIVO";"NÃO SE APLICA";"";"";"NORMAL";"1931 - PESSOAL E ENCARGOS SOCIAIS - PESSOAL E ENCARGOS SOCIAIS";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"1 - PESSOAL E ENCARGOS SOCIAIS";"90 - APLICAÇÕES DIRETA";"13 - OBRIGAÇÕES PATRONAIS";"";
"2017NE000009";"ASSEMBLEIA LEGISLATIVA";"00394460008479 - MINISTERIO DA ECONOMIA";"0";"0";"7096.01";"";"";"2017-01-02";"01 - LEGISLATIVA";"031 - AÇÃO LEGISLATIVA";"0095 - ATUAÇÃO PARLAMENTAR";"0673 - ASSESSORAMENTO ÀS ATIVIDADES LEGISLATIVAS";"0000 - ND";"ESTIMATIVO";"NÃO SE APLICA";"";"ART. 32, §1º DA ORIENTAÇÃO NORMATIVA MPS/SPS Nº 2, DE 31/03/2009.";"NORMAL";"1931 - PESSOAL E ENCARGOS SOCIAIS - PESSOAL E ENCARGOS SOCIAIS";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"1 - PESSOAL E ENCARGOS SOCIAIS";"90 - APLICAÇÕES DIRETA";"13 - OBRIGAÇÕES PATRONAIS";"";
"2017NE000014";"ASSEMBLEIA LEGISLATIVA";"420202 - INSTITUTO DE RECURSOS HUMANOS DE PERNAMBUCO - IRH-PE";"0";"0";"7071.09";"";"";"2017-01-02";"01 - LEGISLATIVA";"846 - OUTROS ENCARGOS ESPECIAIS";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"2533 - CONTRIBUIÇÕES PATRONAIS AO SASSEPE PELA ASSEMBLÉIA LEGISLATIVA";"0000 - ND";"ESTIMATIVO";"NÃO SE APLICA";"";"LEI COMPLEMENTAR 52/03";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"91 - APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL";"08 - OUTROS BENEFÍCIOS ASSISTENCIAIS";"";
"2017NE000106";"ASSEMBLEIA LEGISLATIVA";"07958793000103 - TEKNOCORDIS TECNOLOGIA A SERVICO DA MEDICINA LTDA";"0";"0";"1725";"";"";"2017-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA";"0000 - ND";"GLOBAL";"INEXIGIBILIDADE";"";"1º TA CONT. 15/15 P/ MANUTENÇÃO E CONSERTO DOS EQUIP. DE CARDIOLOGIA DA SUPERINTENDÊNCIA DE SAÚDE E MEDICINA OCUPACIONAL, PRORROGANDO PRAZO POR 12 MESES. INEXIG. Nº 02/15; PROC. 17/15; VR TOTAL R$ 20.700,00. PG. 2016: R$ 8.625,00";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2017NE000182";"ASSEMBLEIA LEGISLATIVA";"10835932000108 - COMPANHIA ENERGETICA DE PERNAMBUCO";"0";"0";"201635.42";"";"";"2017-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA";"0000 - ND";"ESTIMATIVO";"DISPENSA";"";"";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2017NE000186";"ASSEMBLEIA LEGISLATIVA";"09769035000164 - COMPANHIA PERNAMBUCANA DE SANEAMENTO COMPESA";"0";"0";"33086.66";"";"";"2017-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA";"0000 - ND";"ESTIMATIVO";"INEXIGIBILIDADE";"";"";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2017NE000247";"ASSEMBLEIA LEGISLATIVA";"09480880000115 - BRASLUSO TURISMO LTDA";"0";"0";"1435.79";"";"";"2017-01-02";"01 - LEGISLATIVA";"031 - AÇÃO LEGISLATIVA";"0095 - ATUAÇÃO PARLAMENTAR";"0673 - ASSESSORAMENTO ÀS ATIVIDADES LEGISLATIVAS";"0000 - ND";"ESTIMATIVO";"PREGÃO  ELETRÔNICO";"";"1º TA AO CONTR. 027/15, REF. A. R. P. Nº 05/15, P/ FORNECIMENTO DE PASSAGENS AÉREAS NACIONAIS E INTERNACIONAIS. PROC. LICITAT. Nº 304.2014.VI.PE.205.SEE, PREG. ELETR.205/14. PARECER PG N º 831/15. PRAZO 12 MESES. VR. TOTAL: R$ 1.662.981,60.";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"33 - PASSAGENS E DESPESAS COM LOCOMOÇÃO";"";
"2017NE000248";"ASSEMBLEIA LEGISLATIVA";"01891560000146 - CONASP-CONTABILIDADE & ASSESSORIA PUBLICA LTDA-ME";"0";"0";"3833.32";"";"";"2017-01-02";"01 - LEGISLATIVA";"126 - TECNOLOGIA DA INFORMAÇÃO";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4249 - OPERAÇÃO E MANUTENÇÃO DAS ATIVIDADES DE INFORMÁTICA NA ASSEMBLEIA LEGISLATIVA";"0000 - ND";"GLOBAL";"PREGÃO PRESENCIAL";"";"1º TA AO CONTR. Nº 28/2015 DE FORNECIMENTO E SUPORTE DE 03 SOFTWARES GESTÃO DE AGENDA ADMINISTRATIVA, BEM COMO A MANUTENÇÃO DOS MESMOS, PRORROGANDO O SERVIÇO DE MANUTENÇÃO POR 12 MESES. PREG. PRESENCIAL: 16/15; PROC. 26/2015 E VR. TOTAL: R$ 11.499,96";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2017NE000249";"ASSEMBLEIA LEGISLATIVA";"08359698000148 - COMTEL ENGENHARIA EIRELI";"0";"0";"39841.3";"";"";"2017-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA";"0000 - ND";"GLOBAL";"PREGÃO PRESENCIAL";"";"1º TA CONTR. 39/15 OPERAÇÃO/MANUT. PREVENTIVA/CORRETIVA, C/MÃO DE OBRA, FERRAMENTAS, GÁS REFRIGERANTE E MATERIAIS CONSUMO P/SIST. CLIMATIZAÇÃO, CENTRAL ÁGUA GELADA, ALEPE, ANEXO 2; P. PRES. 11/15; PROC.19/15; PRORROG. POR 12MESES; V. TL:R$ 517.980,00";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2017NE000348";"ASSEMBLEIA LEGISLATIVA";"08359698000148 - COMTEL ENGENHARIA EIRELI";"0";"0";"40944.28";"";"";"2017-02-14";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA";"0000 - ND";"GLOBAL";"PREGÃO PRESENCIAL";"";"CONTR Nº 04/17 OPERAÇÃO/MANUT. PREVENTIVA/CORRETIVA, C/MÃO DE OBRA, FERRAMENTAS, GÁS REFRIGERANTE/MATERIAIS CONSUMO P/SIST. CLIMATIZAÇÃO, CENTRAL ÁGUA GELADA, ANEXO I E NOVO PLENÁRIO. P. PRES Nº 10/16; PROC. Nº 41/16; PRAZO:12MESES. VR. R$ 444.999,60";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2017NE000368";"ASSEMBLEIA LEGISLATIVA";"07639645000118 - CAPIBARIBE VIAGENS TURISMO E LOCADORA LTDA";"0";"0";"124588.28";"";"";"2017-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA";"0000 - ND";"ESTIMATIVO";"PREGÃO  ELETRÔNICO";"";"CONTRATO Nº 063/2016, PARA LOCAÇÃO DE ÔNIBUS, MICRO ÔNIBUS E VAN. PROCESSO LICITATÓRIO Nº 039/2016; PREGÃO ELETRÔNICO Nº 013/2016; PRAZO: 12 MESES.";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"33 - PASSAGENS E DESPESAS COM LOCOMOÇÃO";"";
"2017NE000395";"ASSEMBLEIA LEGISLATIVA";"33000118001493 - TELEMAR NORTE LESTE S/A - EM RECUPERACAO JUDICIAL";"0";"0";"452.6";"";"";"2017-01-02";"01 - LEGISLATIVA";"722 - TELECOMUNICAÇÕES";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4456 - AÇÕES DE TELECOMUNICAÇÕES DA ALEPE";"0000 - ND";"ESTIMATIVO";"INEXIGIBILIDADE";"";"VALOR ESTIMATIVO PARA PAGAMENTO DE SERVIÇOS DE TELEFONIA NO EXERCÍCIO DE 2017. (LINHAS DIRETAS)";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2017NE000396";"ASSEMBLEIA LEGISLATIVA";"35603307000161 - CCS GRAFICA E EDITORA COMERCIO E SERVICOS LTDA EPP";"0";"0";"16912.5";"";"";"2017-02-20";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA";"0000 - ND";"ESTIMATIVO";"PREGÃO PRESENCIAL";"";"1º TA CONTR. Nº 07/16 SERV. DE MANUSEIO, IMPRESSÃO DE ETIQUETAS, ETIQUETAGEM, ROTEIRIZAÇÃO/DISTRIBUIÇÃO NO ESTADO DE PE, EXEMPLARES JORNAL TRIBUNA PARLAMENTAR. P. PRESENCIAL Nº 29/15; PROC. 64/15; VR. TOTAL: R$101.475,00, PRORROGANDO POR MAIS 12MESES";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2017NE000502";"ASSEMBLEIA LEGISLATIVA";"41246950000188 - IMPACTO COMUNICACAO E MARKETING LTDA";"0";"0";"331304";"";"";"2017-03-17";"01 - LEGISLATIVA";"131 - COMUNICAÇÃO SOCIAL";"0103 - APROXIMAÇÃO DA ALEPE COM A  SOCIEDADE";"1021 - COMUNICAÇÃO E PUBLICIDADE INSTITUCIONAL DA ALEPE";"0000 - ND";"ESTIMATIVO";"CONCORRÊNCIA";"";"CONTR. Nº 012/2017, LOTE II, P/SERVIÇOS DE PUBLICIDADE E PROPAGANDA, PLANEJAMENTO DE COMUNICAÇÃO E MARKETING. CONCORRÊNCIA Nº 001/16; PROC. Nº 014/16. PRAZO 12 MESES.";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2017NE000503";"ASSEMBLEIA LEGISLATIVA";"08363288000170 - MBR INSTITUCIONAL COMUNICACAO LTDA";"0";"0";"169237";"";"";"2017-03-17";"01 - LEGISLATIVA";"131 - COMUNICAÇÃO SOCIAL";"0103 - APROXIMAÇÃO DA ALEPE COM A  SOCIEDADE";"1021 - COMUNICAÇÃO E PUBLICIDADE INSTITUCIONAL DA ALEPE";"0000 - ND";"ESTIMATIVO";"CONCORRÊNCIA";"";"CONTR. Nº 011/2017, LOTE I, P/SERVIÇOS DE PUBLICIDADE E PROPAGANDA, PLANEJAMENTO DE COMUNICAÇÃO E MARKETING. CONCORRÊNCIA Nº 001/16; PROC. Nº 014/16. PRAZO 12 MESES.";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2017NE000512";"ASSEMBLEIA LEGISLATIVA";"02764225000140 - CLIMART COMERCIO E SERVICOS LTDA EPP";"0";"0";"14074.88";"";"";"2017-03-13";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA";"0000 - ND";"GLOBAL";"PREGÃO PRESENCIAL";"";"CONTRATO Nº 10/17 P/ SERVIÇOS DE MANUTENÇÃO TÉCNICA PREVENTIVA E CORRETIVA NOS SISTEMAS DE CLIMATIZAÇÃO DA ALEPE, C/ REPOSIÇÃO DE PEÇAS. PREG. PRES. 01/17. PROC. 01/17. VIGÊNCIA: 12 MESES A PARTIR DA OS.";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2017NE000794";"ASSEMBLEIA LEGISLATIVA";"***.867.634-** - MINERVA EUGENIA CAUAS ASFORA";"0";"0";"8786.46";"";"";"2017-05-24";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA";"0000 - ND";"GLOBAL";"DISPENSA";"";"2º TA CONTR. 13/15 DE LOCAÇÃO DO IMÓVEL SITO À R. DA UNIÃO, 455, CASA 2, BOA VISTA, RECIFE/PE (PARTE DO ANEXO V DESTE PODER). DISP. 02/15 PROC. 20/15, PRORROGADO POR MAIS 12 MESES.  VR. TOTAL: R$ 105.437,52.";"NORMAL";"1958 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"36 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA";"";
