Despesas

Número do Empenho  ;Unidade Gestora  ;Credor do Empenho  ;Valor Empenhado  ;Valor Liquidado  ;Valor Total (Pago + RP Pago)  ;Detalhes Pagamentos ;Detalhes do Item de Material ;Data de Lançamento  ;Função  ;Subfunção  ;Programa  ;Ação  ;Subação  ;Modalidade do Empenho ;Modalidade de Licitação  ;Número do Processo Licitatório  ;Observação do Empenho  ;Tipo de Despesa  ;Despesa Gerencial  ;Fonte de Recurso  ;Categoria Econômica  ;Grupo de Despesa  ;Modalidade de Aplicação  ;Elemento da Despesa  ;Itens de Gastos na Liquidação  
"2018NE000004";"ASSEMBLEIA LEGISLATIVA";"29979036019321 - INSTITUTO NACIONAL DE SEGURO SOCIAL - INSS";"0";"0";"1903482.28";"";"";"2018-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - ND";"ESTIMATIVO";"NÃO SE APLICA";"";"";"NORMAL";"3911 - PESSOAL E ENCARGOS SOCIAIS - PESSOAL E ENCARGOS SOCIAIS";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"1 - PESSOAL E ENCARGOS SOCIAIS";"90 - APLICAÇÕES DIRETA";"13 - OBRIGAÇÕES PATRONAIS";"";
"2018NE000005";"ASSEMBLEIA LEGISLATIVA";"29979036019321 - INSTITUTO NACIONAL DE SEGURO SOCIAL - INSS";"0";"0";"230432.37";"";"";"2018-01-02";"01 - LEGISLATIVA";"031 - AÇÃO LEGISLATIVA";"0095 - ATUAÇÃO PARLAMENTAR";"0673 - ASSESSORAMENTO ÀS ATIVIDADES LEGISLATIVAS";"0000 - ND";"ESTIMATIVO";"NÃO SE APLICA";"";"";"NORMAL";"3911 - PESSOAL E ENCARGOS SOCIAIS - PESSOAL E ENCARGOS SOCIAIS";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"1 - PESSOAL E ENCARGOS SOCIAIS";"90 - APLICAÇÕES DIRETA";"13 - OBRIGAÇÕES PATRONAIS";"";
"2018NE000121";"ASSEMBLEIA LEGISLATIVA";"29979036019321 - INSTITUTO NACIONAL DE SEGURO SOCIAL - INSS";"0";"0";"3626.8";"";"";"2018-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - ND";"ESTIMATIVO";"NÃO SE APLICA";"";"";"NORMAL";"3945 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"47 - OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS";"";
"2018NE000122";"ASSEMBLEIA LEGISLATIVA";"09769035000164 - COMPANHIA PERNAMBUCANA DE SANEAMENTO COMPESA";"0";"0";"37140.85";"";"";"2018-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - ND";"ESTIMATIVO";"INEXIGIBILIDADE";"";"";"NORMAL";"3945 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2018NE000125";"ASSEMBLEIA LEGISLATIVA";"07639645000118 - CAPIBARIBE VIAGENS TURISMO E LOCADORA LTDA";"0";"0";"43708.4";"";"";"2018-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - ND";"ESTIMATIVO";"PREGÃO  ELETRÔNICO";"PROCESSO N 039/2016";"REF. AO 1º T.A. AO CONT. Nº 63/2016, PARA CONT. DE EMPRESA PARA SERVIÇO DE LOC. DE ÔNIBUS, MICRO ÔNIBUS E VAN, CONF. PREG. ELET. Nº 13/2016 E PROC. Nº 39/2016. PRAZO: 12 MESES. VLR TOTAL: R$ 916.560,00.";"NORMAL";"3945 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"33 - PASSAGENS E DESPESAS COM LOCOMOÇÃO";"";
"2018NE000192";"ASSEMBLEIA LEGISLATIVA";"10835932000108 - COMPANHIA ENERGETICA DE PERNAMBUCO";"0";"0";"144812.61";"";"";"2018-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - ND";"ESTIMATIVO";"INEXIGIBILIDADE";"PROCEDIMENTO CELPE";"VR. ESTIMATIVO PARA DESPESAS COM FORNECIMENTO DE ENERGIA ELÉTRICA PARA O EXERCÍCIO DE 2018.";"NORMAL";"3945 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2018NE000246";"ASSEMBLEIA LEGISLATIVA";"09346502000143 - JCAA ADMINISTRACAO E PARTICIPACOES S.A.";"0";"0";"78158";"";"";"2018-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - ND";"ESTIMATIVO";"DISPENSA";"";"REF. 2º TA AO CT. Nº 49/16, PARA LOC. DOS IMÓVEIS SITOS À AV. JOÃO DE BARROS, 609, 611 E 651, BOA VISTA, RECIFE, PARA FINS ADMINISTRATIVOS, CONFORME DISP. Nº 08/16, PROC. Nº 45/16. PRAZO: 12 MESES. VLR.TOTAL: R$ 937.896,00. VLR.EXC.2017: R$ 78.158,00";"NORMAL";"3945 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2018NE000283";"ASSEMBLEIA LEGISLATIVA";"08359698000148 - COMTEL ENGENHARIA EIRELI";"0";"0";"159365.2";"";"";"2018-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - ND";"ESTIMATIVO";"PREGÃO PRESENCIAL";"PROCESSO N 019 2015";"2º TA CT. 39/15 OPER./MANUT. PREVENT/CORRET, C/MÃO DE OBRA, FERRAMENTAS, GÁS REFRIG. E MAT. CONS. P/SIST. CLIMAT., CENTRAL ÁGUA GELADA, ALEPE, ANEXO 2; P. PRES. 11/15; PROC.19/15; PRG POR 12MESES; V. TL:R$ 517.980,00 EXC 2017: R$ 43.165,00";"NORMAL";"3945 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2018NE000290";"ASSEMBLEIA LEGISLATIVA";"19059338000147 - W. DE SOUZA PONCIANO COSTA";"0";"0";"21666.6";"";"";"2018-01-02";"01 - LEGISLATIVA";"122 - ADMINISTRAÇÃO GERAL";"0937 - APOIO GERENCIAL E TECNOLÓGICO ÀS AÇÕES DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"4353 - SUPORTE ÀS ATIVIDADES FINS DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - ND";"ESTIMATIVO";"PREGÃO PRESENCIAL";"PROCESSO 016/2017";"CONTR. Nº 33/17, PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ANÁLISE CONTÁBIL. PREG. PRES. Nº 004/2017, PROC. Nº 016/2017. PRAZO: 12 MESES. VLR. TOTAL: R$ 129.999,60. EXC 2017: R$ 21.666,60";"NORMAL";"3945 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
"2018NE000354";"ASSEMBLEIA LEGISLATIVA";"08363288000170 - MBR INSTITUCIONAL COMUNICACAO LTDA";"0";"0";"345730.64";"";"";"2018-02-27";"01 - LEGISLATIVA";"131 - COMUNICAÇÃO SOCIAL";"0103 - APROXIMAÇÃO DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE COM A  SOCIEDADE";"1021 - COMUNICAÇÃO E PUBLICIDADE INSTITUCIONAL DA  ASSEMBLÉIA LEGISLATIVA DO ESTADO DE PERNAMBUCO - ALEPE";"0000 - ND";"ESTIMATIVO";"CONCORRÊNCIA";"PROCESSO N 014/2016";"1º TA AO CONT. Nº 11/17, LOTE I, P/ SERV. DE PUBLICIDADE E PROPAGANDA, PLANEJAMENTO DE COMUNIC. E MARKETING, PRORROGANDO PRAZO POR 12 MESES. CONCORRÊNCIA Nº 01/16; PROC. Nº 14/16; VR. TOTAL: R$ 1.200.000,00";"NORMAL";"3945 - OUTRAS DESPESAS CORRENTES - OUTRAS DESPESAS CORRENTES";"0101  -  RECURSOS ORDINÁRIOS - ADM. DIRETA";"3 - DESPESAS CORRENTES";"3 - OUTRAS DESPESAS CORRENTES";"90 - APLICAÇÕES DIRETA";"39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"";
